riesgo_insomnio,horas_sueno_promedio,consumo_cafeina,uso_pantalla_antes_dormir,ejercicio_frecuencia,nivel_estres,siestas_dia,ruido_ambiente,luz_habitacion,temperatura_habitacion,horario_trabajo,comida_pesada_antes_dormir,consumo_alcohol,consumo_nicotina,uso_dispositivo_en_cama,actividad_relajante_antes_dormir,numero_despertares_noche,dias_horario_irregular_semana
no,5.6,baja,poco,ocasional,medio,una,alto,tenue,calurosa,diurno,sí,no,no,no,sí,1,3
no,7.4,ninguna,poco,frecuente,alto,una,medio,oscura,templada,nocturno,no,no,no,sí,no,1,0
sí,8.1,ninguna,ninguno,ocasional,medio,una,alto,tenue,templada,rotativo,no,no,no,sí,no,0,7
sí,5.7,baja,moderado,ocasional,medio,ninguna,bajo,tenue,templada,rotativo,no,no,no,no,no,4,6
sí,6.4,media,poco,nunca,bajo,ninguna,bajo,tenue,fria,diurno,sí,no,no,sí,no,0,6
no,6.1,baja,moderado,frecuente,alto,dos_o_mas,alto,oscura,templada,diurno,sí,no,no,no,no,1,2
no,6.6,alta,mucho,ocasional,bajo,una,medio,tenue,calurosa,diurno,no,no,no,no,no,2,1
sí,5.5,alta,poco,ocasional,medio,dos_o_mas,medio,iluminada,calurosa,diurno,no,no,no,no,no,1,7
sí,4.7,alta,ninguno,nunca,medio,ninguna,alto,iluminada,fria,diurno,sí,no,no,sí,sí,0,6
sí,5.7,media,moderado,frecuente,alto,una,medio,tenue,templada,nocturno,sí,sí,no,no,no,1,5
no,6.6,baja,ninguno,frecuente,medio,ninguna,medio,tenue,templada,diurno,no,no,no,sí,no,1,1
no,6.6,ninguna,moderado,ocasional,medio,ninguna,medio,oscura,calurosa,diurno,no,no,no,sí,no,2,2
sí,8.4,alta,poco,nunca,medio,ninguna,bajo,oscura,calurosa,rotativo,sí,sí,no,sí,sí,1,5
sí,6.9,media,moderado,nunca,medio,dos_o_mas,bajo,oscura,fria,diurno,sí,sí,no,sí,sí,2,0
sí,7.2,alta,poco,nunca,alto,ninguna,medio,iluminada,templada,diurno,sí,no,no,sí,no,1,7
sí,8.5,baja,mucho,nunca,medio,una,medio,tenue,fria,diurno,sí,no,no,sí,no,0,6
sí,5.2,alta,moderado,ocasional,alto,ninguna,medio,oscura,templada,rotativo,sí,no,no,sí,no,0,5
no,5.7,ninguna,poco,ocasional,medio,una,bajo,iluminada,templada,diurno,no,no,no,no,sí,2,7
sí,7.6,alta,mucho,frecuente,bajo,una,medio,tenue,templada,diurno,no,sí,no,sí,no,1,6
sí,7.7,media,mucho,ocasional,bajo,una,bajo,iluminada,templada,diurno,no,no,sí,sí,no,1,6
no,6.3,alta,moderado,ocasional,medio,ninguna,bajo,oscura,templada,rotativo,no,no,no,no,no,0,1
sí,6.4,baja,mucho,ocasional,bajo,ninguna,bajo,iluminada,fria,diurno,sí,no,no,sí,no,1,1
no,7.0,media,poco,nunca,bajo,dos_o_mas,bajo,iluminada,calurosa,diurno,no,no,no,no,no,0,1
no,7.7,baja,moderado,frecuente,alto,una,bajo,tenue,templada,diurno,no,no,no,sí,no,0,2
no,6.9,baja,moderado,ocasional,medio,ninguna,bajo,tenue,templada,diurno,no,no,no,sí,no,0,5
no,6.9,media,ninguno,nunca,medio,una,bajo,oscura,templada,nocturno,no,no,no,sí,sí,0,0
no,7.3,ninguna,poco,ocasional,alto,ninguna,alto,tenue,templada,diurno,no,no,no,no,no,2,1
sí,5.7,ninguna,ninguno,ocasional,alto,ninguna,bajo,tenue,templada,diurno,no,sí,no,sí,no,2,7
no,5.9,baja,moderado,frecuente,bajo,ninguna,bajo,oscura,calurosa,nocturno,no,no,no,no,no,1,3
no,5.1,media,poco,nunca,bajo,dos_o_mas,bajo,oscura,templada,diurno,sí,no,no,no,no,1,3
no,8.0,media,poco,ocasional,alto,ninguna,medio,oscura,templada,nocturno,sí,no,no,sí,sí,0,0
sí,8.5,media,poco,frecuente,alto,una,alto,iluminada,calurosa,rotativo,no,no,no,sí,sí,0,7
no,6.9,ninguna,moderado,ocasional,bajo,ninguna,bajo,oscura,templada,diurno,no,no,no,no,sí,1,6
no,6.7,media,moderado,nunca,alto,ninguna,bajo,tenue,templada,diurno,no,sí,no,sí,no,0,5
no,6.4,baja,moderado,ocasional,bajo,una,medio,oscura,fria,rotativo,no,no,sí,sí,no,0,3
no,8.1,baja,moderado,frecuente,bajo,ninguna,bajo,iluminada,fria,diurno,sí,sí,no,sí,no,2,1
no,5.2,media,ninguno,ocasional,medio,dos_o_mas,medio,iluminada,templada,diurno,no,no,no,no,no,2,0
no,6.5,baja,ninguno,nunca,bajo,ninguna,bajo,oscura,templada,diurno,no,no,sí,no,sí,0,4
sí,6.2,alta,poco,nunca,bajo,dos_o_mas,alto,tenue,calurosa,diurno,sí,sí,no,no,no,1,1
no,5.5,baja,mucho,ocasional,bajo,ninguna,medio,oscura,calurosa,diurno,no,no,no,sí,no,1,4
sí,7.4,media,poco,nunca,medio,una,bajo,iluminada,fria,diurno,no,no,no,sí,sí,0,6
sí,4.9,alta,moderado,ocasional,alto,una,medio,iluminada,calurosa,rotativo,no,sí,no,sí,sí,1,0
no,6.8,baja,poco,ocasional,medio,ninguna,bajo,oscura,templada,diurno,no,no,no,sí,no,1,7
no,8.5,media,moderado,frecuente,alto,ninguna,medio,oscura,templada,rotativo,no,no,no,no,sí,2,5
sí,8.4,baja,moderado,nunca,medio,dos_o_mas,alto,oscura,fria,rotativo,sí,sí,no,no,no,1,4
no,6.8,alta,poco,ocasional,medio,ninguna,medio,oscura,templada,diurno,no,no,no,no,sí,1,3
no,5.2,alta,mucho,nunca,medio,ninguna,alto,tenue,templada,nocturno,no,sí,no,sí,no,0,4
sí,6.3,media,ninguno,frecuente,alto,ninguna,alto,tenue,fria,diurno,no,no,no,sí,no,0,5
sí,7.3,baja,moderado,nunca,medio,ninguna,medio,iluminada,calurosa,rotativo,no,no,no,sí,no,2,2
no,6.6,baja,moderado,nunca,alto,una,alto,tenue,templada,rotativo,sí,no,no,no,no,0,5
no,7.7,media,moderado,nunca,bajo,una,medio,tenue,calurosa,diurno,no,sí,no,sí,no,1,7
no,5.5,ninguna,poco,ocasional,medio,dos_o_mas,bajo,oscura,templada,diurno,sí,no,no,no,sí,1,7
no,6.3,media,moderado,frecuente,bajo,ninguna,alto,oscura,templada,diurno,no,no,no,no,sí,0,2
no,6.9,baja,ninguno,frecuente,medio,ninguna,alto,oscura,templada,diurno,no,no,no,sí,sí,0,5
sí,6.9,baja,poco,nunca,bajo,una,medio,iluminada,templada,nocturno,no,no,no,no,no,1,1
no,5.7,baja,moderado,ocasional,bajo,dos_o_mas,medio,iluminada,templada,diurno,no,no,no,no,no,0,5
sí,5.7,media,mucho,nunca,bajo,una,bajo,oscura,fria,diurno,no,no,sí,no,no,1,2
no,6.8,baja,moderado,frecuente,alto,dos_o_mas,bajo,iluminada,calurosa,diurno,no,no,sí,no,no,0,4
no,6.1,baja,ninguno,ocasional,alto,dos_o_mas,medio,tenue,templada,diurno,no,no,no,sí,no,1,4
sí,7.1,alta,moderado,ocasional,alto,ninguna,medio,tenue,calurosa,diurno,sí,no,no,sí,no,0,3
sí,5.6,alta,mucho,ocasional,medio,ninguna,medio,tenue,fria,diurno,no,no,no,sí,no,1,1
no,6.5,ninguna,mucho,ocasional,bajo,ninguna,bajo,tenue,calurosa,diurno,no,no,no,sí,sí,1,4
no,6.0,ninguna,mucho,ocasional,bajo,dos_o_mas,medio,iluminada,templada,diurno,no,no,sí,sí,sí,0,7
no,7.0,media,moderado,frecuente,medio,una,medio,oscura,calurosa,rotativo,no,no,no,sí,no,0,0
sí,5.2,alta,moderado,ocasional,medio,ninguna,bajo,iluminada,fria,rotativo,no,no,no,sí,no,7,6
no,6.3,media,mucho,nunca,medio,ninguna,bajo,iluminada,templada,diurno,no,no,no,no,sí,4,4
no,5.0,ninguna,ninguno,frecuente,medio,una,medio,tenue,templada,rotativo,sí,no,no,sí,no,2,4
no,7.7,baja,poco,ocasional,alto,una,bajo,oscura,templada,rotativo,no,no,sí,sí,no,1,1
sí,5.6,media,poco,frecuente,alto,dos_o_mas,bajo,iluminada,fria,rotativo,sí,sí,no,no,no,2,0
sí,6.2,baja,poco,nunca,alto,ninguna,bajo,oscura,fria,rotativo,sí,no,no,sí,no,2,6
no,6.8,alta,poco,frecuente,bajo,una,alto,tenue,calurosa,diurno,no,no,no,no,no,0,4
no,8.9,media,moderado,nunca,medio,ninguna,bajo,iluminada,fria,diurno,no,sí,no,no,sí,0,3
sí,7.5,baja,moderado,nunca,medio,ninguna,bajo,iluminada,fria,rotativo,no,no,no,sí,no,2,4
sí,5.5,ninguna,mucho,ocasional,bajo,dos_o_mas,medio,oscura,templada,diurno,no,no,no,sí,no,1,0
no,7.3,alta,ninguno,nunca,alto,ninguna,medio,tenue,templada,diurno,sí,no,no,no,sí,1,3
no,7.3,baja,poco,nunca,medio,ninguna,medio,tenue,templada,diurno,sí,no,no,no,no,1,3
sí,6.1,media,moderado,nunca,medio,una,alto,oscura,calurosa,diurno,sí,sí,no,no,sí,0,0
no,6.4,media,mucho,frecuente,medio,una,medio,tenue,templada,diurno,sí,no,no,sí,sí,1,7
no,4.2,baja,moderado,nunca,medio,ninguna,bajo,oscura,templada,diurno,no,no,no,sí,sí,0,2
no,6.9,ninguna,mucho,ocasional,bajo,una,medio,oscura,templada,diurno,no,no,no,no,no,6,0
sí,4.1,media,moderado,nunca,bajo,ninguna,medio,oscura,templada,diurno,sí,no,no,sí,no,0,6
no,6.9,ninguna,ninguno,frecuente,bajo,ninguna,medio,iluminada,calurosa,rotativo,no,no,sí,sí,no,0,6
sí,7.5,media,poco,nunca,alto,ninguna,alto,tenue,fria,rotativo,no,no,no,sí,sí,2,1
sí,6.5,baja,poco,nunca,medio,una,medio,tenue,templada,rotativo,no,no,no,sí,sí,2,7
sí,7.8,media,poco,ocasional,alto,una,medio,iluminada,templada,rotativo,sí,sí,no,sí,no,2,3
no,7.3,alta,moderado,nunca,medio,una,bajo,oscura,templada,diurno,no,sí,no,sí,no,0,0
no,7.6,ninguna,ninguno,frecuente,medio,ninguna,bajo,oscura,templada,diurno,no,sí,no,sí,sí,3,3
no,7.3,baja,poco,ocasional,medio,ninguna,alto,oscura,calurosa,diurno,no,no,no,sí,sí,3,1
no,6.2,media,poco,nunca,bajo,ninguna,alto,tenue,fria,diurno,no,no,sí,sí,no,1,5
sí,5.7,media,mucho,nunca,bajo,ninguna,alto,oscura,templada,diurno,no,no,sí,no,no,1,6
sí,5.0,baja,moderado,nunca,medio,ninguna,bajo,tenue,fria,diurno,no,sí,no,no,no,5,3
no,7.1,alta,moderado,frecuente,medio,una,bajo,oscura,templada,diurno,no,sí,no,sí,no,0,6
no,5.1,baja,ninguno,nunca,alto,una,medio,oscura,templada,diurno,sí,no,no,sí,no,0,6
no,7.1,alta,poco,nunca,alto,una,medio,tenue,calurosa,nocturno,no,no,no,no,no,1,0
sí,4.5,baja,poco,ocasional,medio,ninguna,bajo,tenue,templada,diurno,sí,no,sí,sí,sí,1,6
no,8.4,baja,ninguno,frecuente,alto,una,medio,iluminada,templada,diurno,sí,no,no,no,no,1,6
no,7.5,ninguna,ninguno,ocasional,bajo,dos_o_mas,alto,oscura,fria,rotativo,no,no,no,sí,no,0,6
no,5.3,ninguna,poco,ocasional,bajo,dos_o_mas,medio,iluminada,calurosa,diurno,no,no,sí,no,sí,0,1
sí,5.9,media,ninguno,frecuente,medio,una,bajo,oscura,templada,nocturno,no,no,no,sí,no,0,7
no,5.4,baja,ninguno,ocasional,medio,una,bajo,tenue,templada,diurno,no,no,no,sí,sí,1,7
no,8.7,baja,ninguno,frecuente,medio,dos_o_mas,bajo,oscura,templada,diurno,no,no,sí,no,no,1,5
sí,5.0,baja,moderado,ocasional,medio,una,alto,oscura,calurosa,diurno,sí,no,no,no,no,2,0
sí,8.9,media,ninguno,nunca,medio,dos_o_mas,alto,tenue,templada,diurno,no,no,no,sí,no,2,6
no,5.0,baja,ninguno,ocasional,alto,ninguna,alto,tenue,templada,diurno,no,no,no,sí,no,2,7
sí,8.0,baja,mucho,nunca,medio,ninguna,bajo,oscura,fria,rotativo,no,no,sí,sí,no,0,7
sí,5.9,alta,moderado,nunca,bajo,ninguna,bajo,tenue,calurosa,rotativo,no,no,no,sí,no,3,2
sí,4.3,baja,mucho,frecuente,medio,ninguna,bajo,oscura,fria,nocturno,no,sí,no,no,no,2,3
no,7.5,alta,moderado,nunca,medio,una,alto,tenue,templada,diurno,no,no,no,sí,no,2,7
no,8.4,ninguna,mucho,frecuente,medio,ninguna,medio,oscura,templada,diurno,no,no,no,sí,sí,3,7
no,8.5,baja,moderado,ocasional,bajo,ninguna,bajo,tenue,fria,diurno,no,no,sí,sí,sí,0,2
sí,6.7,baja,poco,frecuente,alto,una,medio,tenue,fria,nocturno,no,no,no,sí,sí,2,4
sí,5.9,baja,mucho,ocasional,alto,una,bajo,oscura,templada,diurno,no,no,no,no,no,2,7
no,6.2,ninguna,ninguno,frecuente,alto,ninguna,bajo,iluminada,templada,diurno,sí,no,no,no,no,0,0
no,5.5,media,moderado,frecuente,alto,dos_o_mas,medio,oscura,fria,diurno,no,no,no,no,no,0,5
no,6.1,alta,poco,frecuente,medio,una,bajo,oscura,fria,diurno,no,no,no,sí,no,1,5
